Fips,County name,2023 Typology,Total ,Biden ,Trump
13209,"Montgomery County, Georgia",Working Class Country,3967,980,2960
13211,"Morgan County, Georgia",Rural Middle America,11706,3353,8231
13213,"Murray County, Georgia",Evangelical Hubs,15389,2301,12944
13215,"Muscogee County, Georgia",African American South,80514,49446,30107
13217,"Newton County, Georgia",African American South,54234,29789,23869
13219,"Oconee County, Georgia",Exurbs,25168,8162,16595
13221,"Oglethorpe County, Georgia",Evangelical Hubs,8133,2439,5592
13223,"Paulding County, Georgia",Exurbs,85372,29695,54517
13225,"Peach County, Georgia",African American South,12553,5922,6506
13227,"Pickens County, Georgia",Rural Middle America,17167,2824,14110
13229,"Pierce County, Georgia",Evangelical Hubs,9047,1100,7898
13231,"Pike County, Georgia",Evangelical Hubs,10720,1505,9127
13233,"Polk County, Georgia",Evangelical Hubs,17396,3657,13587
13235,"Pulaski County, Georgia",African American South,4081,1230,2815
13237,"Putnam County, Georgia",Working Class Country,11855,3448,8291
13239,"Quitman County, Georgia",African American South,1106,497,604
13241,"Rabun County, Georgia",Graying America,9568,1984,7474
13243,"Randolph County, Georgia",African American South,3073,1671,1390
13245,"Richmond County, Georgia",African American South,87009,59119,26780
13247,"Rockdale County, Georgia",African American South,44681,31237,13014
13249,"Schley County, Georgia",Evangelical Hubs,2275,462,1800
13251,"Screven County, Georgia",African American South,6627,2661,3915
13253,"Seminole County, Georgia",African American South,3888,1256,2613
13255,"Spalding County, Georgia",African American South,30211,11828,18104
13257,"Stephens County, Georgia",Evangelical Hubs,11885,2386,9367
13259,"Stewart County, Georgia",African American South,1990,1182,801
13261,"Sumter County, Georgia",African American South,12148,6314,5733
13263,"Talbot County, Georgia",African American South,3522,2114,1392
13265,"Taliaferro County, Georgia",African American South,928,561,360
13267,"Tattnall County, Georgia",Evangelical Hubs,8185,2062,6054
13269,"Taylor County, Georgia",African American South,3842,1388,2420
13271,"Telfair County, Georgia",African American South,4334,1488,2825
13273,"Terrell County, Georgia",African American South,4416,2376,2004
13275,"Thomas County, Georgia",African American South,21872,8708,12969
13277,"Tift County, Georgia",African American South,16279,5318,10784
13279,"Toombs County, Georgia",African American South,10914,2938,7873
13281,"Towns County, Georgia",Graying America,7979,1550,6384
13283,"Treutlen County, Georgia",African American South,3077,952,2101
13285,"Troup County, Georgia",African American South,30047,11577,18142
13287,"Turner County, Georgia",African American South,3791,1409,2349
13289,"Twiggs County, Georgia",African American South,4444,2044,2370
13291,"Union County, Georgia",Graying America,15558,2800,12650
13293,"Upson County, Georgia",African American South,12905,4203,8606
13295,"Walker County, Georgia",Evangelical Hubs,29354,5770,23173
13297,"Walton County, Georgia",Exurbs,51093,12683,37839
13299,"Ware County, Georgia",African American South,14189,4169,9903
13301,"Warren County, Georgia",African American South,2650,1468,1166
13303,"Washington County, Georgia",African American South,9477,4743,4668
13305,"Wayne County, Georgia",Evangelical Hubs,12779,2688,9987
13307,"Webster County, Georgia",African American South,1391,640,748
13309,"Wheeler County, Georgia",African American South,2285,689,1583
13311,"White County, Georgia",Rural Middle America,14816,2411,12222
13313,"Whitfield County, Georgia",Hispanic Centers,36766,10680,25644
13315,"Wilcox County, Georgia",African American South,3279,861,2402
13317,"Wilkes County, Georgia",African American South,5030,2160,2823
13319,"Wilkinson County, Georgia",African American South,4770,2074,2665
13321,"Worth County, Georgia",Evangelical Hubs,9285,2395,6830
15001,"Hawaii County, Hawaii",Graying America,87814,58731,26897
15003,"Honolulu County, Hawaii",Urban Burbs,382114,238869,136259
15007,"Kauai County, Hawaii",Exurbs,33497,21225,11582
15009,"Maui County, Hawaii",Exurbs,71044,47305,22126
16001,"Ada County, Idaho",Exurbs,259700,120539,130699
16003,"Adams County, Idaho",Graying America,2586,591,1941
16005,"Bannock County, Idaho",LDS Enclaves,39783,14682,23331
16007,"Bear Lake County, Idaho",LDS Enclaves,3316,350,2914
16009,"Benewah County, Idaho",Rural Middle America,4975,977,3878
16011,"Bingham County, Idaho",LDS Enclaves,19996,4124,15295
16013,"Blaine County, Idaho",Graying America,13289,8919,4032
16015,"Boise County, Idaho",Graying America,4822,1204,3485
16017,"Bonner County, Idaho",Graying America,27352,8310,18369
16019,"Bonneville County, Idaho",LDS Enclaves,54034,14254,37805
16021,"Boundary County, Idaho",Graying America,6317,1220,4937
16023,"Butte County, Idaho",Aging Farmlands,1415,188,1202
16025,"Camas County, Idaho",Graying America,754,149,507
16027,"Canyon County, Idaho",Exurbs,90457,25881,61759
16029,"Caribou County, Idaho",LDS Enclaves,3416,431,2906
16031,"Cassia County, Idaho",LDS Enclaves,9632,1464,7907
16033,"Clark County, Idaho",Hispanic Centers,311,41,264
16035,"Clearwater County, Idaho",Graying America,4419,877,3453
16037,"Custer County, Idaho",Graying America,2737,603,2089
16039,"Elmore County, Idaho",Military Posts,10213,2601,7246
16041,"Franklin County, Idaho",LDS Enclaves,6664,657,5845
16043,"Fremont County, Idaho",LDS Enclaves,6721,998,5548
16045,"Gem County, Idaho",Rural Middle America,9983,1803,7951
16047,"Gooding County, Idaho",Hispanic Centers,6052,1256,4659
16049,"Idaho County, Idaho",Graying America,9610,1561,7826
16051,"Jefferson County, Idaho",LDS Enclaves,14180,1661,12099
16053,"Jerome County, Idaho",Hispanic Centers,7815,1893,5734
16055,"Kootenai County, Idaho",Exurbs,89511,24312,62837
16057,"Latah County, Idaho",College Towns,20610,10236,9472
16059,"Lemhi County, Idaho",Graying America,4739,1032,3592
16061,"Lewis County, Idaho",Graying America,1870,349,1489
16063,"Lincoln County, Idaho",Hispanic Centers,1941,414,1469
16065,"Madison County, Idaho",LDS Enclaves,17137,2666,13559
16067,"Minidoka County, Idaho",Hispanic Centers,7993,1550,6265
16069,"Nez Perce County, Idaho",Rural Middle America,20985,6686,13738
16071,"Oneida County, Idaho",LDS Enclaves,2452,249,2148
16073,"Owyhee County, Idaho",Aging Farmlands,4743,816,3819
16075,"Payette County, Idaho",Rural Middle America,11293,2161,8862
16077,"Power County, Idaho",Hispanic Centers,3086,865,2116
16079,"Shoshone County, Idaho",Graying America,6049,1693,4216
16081,"Teton County, Idaho",Exurbs,6362,3318,2858
16083,"Twin Falls County, Idaho",Exurbs,36512,9391,25897
16085,"Valley County, Idaho",Graying America,7063,2976,3947
16087,"Washington County, Idaho",Graying America,5346,1073,4154
17001,"Adams County, Illinois",Rural Middle America,33527,8633,24220
17003,"Alexander County, Illinois",African American South,2618,1114,1486
17005,"Bond County, Illinois",Rural Middle America,8145,2288,5625
17007,"Boone County, Illinois",Rural Middle America,24979,10542,13883
17009,"Brown County, Illinois",Rural Middle America,2521,486,1931
17011,"Bureau County, Illinois",Rural Middle America,17434,6669,10411
17013,"Calhoun County, Illinois",Aging Farmlands,2772,677,2046
17015,"Carroll County, Illinois",Rural Middle America,8024,2748,5105
17017,"Cass County, Illinois",Rural Middle America,5326,1615,3625
17019,"Champaign County, Illinois",College Towns,95142,57067,35285
17021,"Christian County, Illinois",Rural Middle America,16204,4335,11563
17023,"Clark County, Illinois",Rural Middle America,8356,1993,6226
17025,"Clay County, Illinois",Rural Middle America,6886,1129,5629
17027,"Clinton County, Illinois",Rural Middle America,19170,4493,14304
17029,"Coles County, Illinois",College Towns,22606,8067,14037
17031,"Cook County, Illinois",Big Cities,2325405,1725973,558269
17033,"Crawford County, Illinois",Rural Middle America,9425,2202,7043
17035,"Cumberland County, Illinois",Rural Middle America,5832,1142,4601
17037,"DeKalb County, Illinois",College Towns,47825,24643,21905
17039,"De Witt County, Illinois",Rural Middle America,8024,2191,5632
17041,"Douglas County, Illinois",Rural Middle America,8738,2335,6227
17043,"DuPage County, Illinois",Urban Burbs,485104,281222,193611
17045,"Edgar County, Illinois",Rural Middle America,8196,1887,6193
17047,"Edwards County, Illinois",Rural Middle America,3366,488,2833
17049,"Effingham County, Illinois",Rural Middle America,19049,3716,15006
17051,"Fayette County, Illinois",Working Class Country,10056,1826,8055
17053,"Ford County, Illinois",Rural Middle America,6953,1754,5048
17055,"Franklin County, Illinois",Working Class Country,18626,4760,13622
17057,"Fulton County, Illinois",Rural Middle America,16724,6503,9867
17059,"Gallatin County, Illinois",Working Class Country,2674,622,2019
17061,"Greene County, Illinois",Working Class Country,6237,1349,4770
17063,"Grundy County, Illinois",Exurbs,26691,9626,16523
17065,"Hamilton County, Illinois",Aging Farmlands,4315,824,3432
17067,"Hancock County, Illinois",Rural Middle America,9383,2315,6906
17069,"Hardin County, Illinois",Aging Farmlands,2162,449,1691
17071,"Henderson County, Illinois",Rural Middle America,3647,1187,2394
17073,"Henry County, Illinois",Rural Middle America,25635,9797,15300
17075,"Iroquois County, Illinois",Rural Middle America,14025,2908,10877
17077,"Jackson County, Illinois",College Towns,22643,11181,10890
17079,"Jasper County, Illinois",Rural Middle America,5576,1007,4494
17081,"Jefferson County, Illinois",Working Class Country,17404,4608,12476
17083,"Jersey County, Illinois",Rural Middle America,11937,2961,8712
17085,"Jo Daviess County, Illinois",Graying America,12496,5109,7166
17087,"Johnson County, Illinois",Working Class Country,6450,1281,5059
17089,"Kane County, Illinois",Urban Burbs,231876,130166,96775
17091,"Kankakee County, Illinois",Rural Middle America,50040,20271,28532
17093,"Kendall County, Illinois",Urban Burbs,63974,33168,29492
17095,"Knox County, Illinois",Rural Middle America,23169,10703,12009
17097,"Lake County, Illinois",Urban Burbs,334177,204032,123594
17099,"LaSalle County, Illinois",Rural Middle America,53591,22442,30113
17101,"Lawrence County, Illinois",Rural Middle America,6411,1419,4886
17103,"Lee County, Illinois",Rural Middle America,16397,6407,9630
17105,"Livingston County, Illinois",Rural Middle America,17174,4615,12208
17107,"Logan County, Illinois",Rural Middle America,13294,3840,9136
17109,"McDonough County, Illinois",College Towns,12327,4992,7027
17111,"McHenry County, Illinois",Exurbs,164578,78154,82260
17113,"McLean County, Illinois",College Towns,87190,43933,40502
17115,"Macon County, Illinois",Rural Middle America,49390,19847,28589
17117,"Macoupin County, Illinois",Rural Middle America,24022,7365,16153
17119,"Madison County, Illinois",Middle Suburbs,137139,57836,76031
17121,"Marion County, Illinois",Rural Middle America,17458,4524,12678
17123,"Marshall County, Illinois",Rural Middle America,6334,2005,4197
17125,"Mason County, Illinois",Working Class Country,6766,1985,4654
17127,"Massac County, Illinois",Working Class Country,6813,1725,4997
17129,"Menard County, Illinois",Rural Middle America,6928,2022,4764
17131,"Mercer County, Illinois",Rural Middle America,8914,3280,5418
17133,"Monroe County, Illinois",Exurbs,21148,6569,14142
17135,"Montgomery County, Illinois",Rural Middle America,13727,3905,9544
17137,"Morgan County, Illinois",Rural Middle America,15333,5076,9950
17139,"Moultrie County, Illinois",Rural Middle America,6744,1662,4964
17141,"Ogle County, Illinois",Rural Middle America,26272,9428,16248
17143,"Peoria County, Illinois",College Towns,83973,43578,38252
17145,"Perry County, Illinois",Working Class Country,10071,2612,7313
17147,"Piatt County, Illinois",Rural Middle America,9822,3329,6248
17149,"Pike County, Illinois",Working Class Country,7949,1484,6332
17151,"Pope County, Illinois",Graying America,2175,433,1722
17153,"Pulaski County, Illinois",African American South,2624,891,1699
17155,"Putnam County, Illinois",Rural Middle America,3390,1338,1993
17157,"Randolph County, Illinois",Working Class Country,14891,3592,11076
17159,"Richland County, Illinois",Rural Middle America,8063,1830,6089
17161,"Rock Island County, Illinois",Middle Suburbs,66758,36691,28603
17163,"St. Clair County, Illinois",Military Posts,128091,68325,57150
17165,"Saline County, Illinois",Working Class Country,11066,2789,8103
17167,"Sangamon County, Illinois",College Towns,104752,48917,53485
17169,"Schuyler County, Illinois",Rural Middle America,3918,1068,2773
17171,"Scott County, Illinois",Rural Middle America,2743,572,2114
17173,"Shelby County, Illinois",Rural Middle America,12097,2504,9426
17175,"Stark County, Illinois",Rural Middle America,2886,815,2004
17177,"Stephenson County, Illinois",Rural Middle America,22048,9055,12521
17179,"Tazewell County, Illinois",Rural Middle America,69052,24819,42513
17181,"Union County, Illinois",Working Class Country,8886,2579,6161
17183,"Vermilion County, Illinois",Working Class Country,31584,10323,20725
17185,"Wabash County, Illinois",Rural Middle America,5593,1253,4237
17187,"Warren County, Illinois",Rural Middle America,7924,3090,4676
17189,"Washington County, Illinois",Rural Middle America,7921,1641,6115
17191,"Wayne County, Illinois",Rural Middle America,8486,1187,7176
17193,"White County, Illinois",Evangelical Hubs,7421,1517,5791
17195,"Whiteside County, Illinois",Rural Middle America,27375,12253,14527
17197,"Will County, Illinois",Urban Burbs,345105,183915,155116
17199,"Williamson County, Illinois",Rural Middle America,33653,10206,22801
17201,"Winnebago County, Illinois",Middle Suburbs,127709,64056,60861
17203,"Woodford County, Illinois",Rural Middle America,21432,6160,14799
18001,"Adams County, Indiana",Rural Middle America,14209,3236,10686
18003,"Allen County, Indiana",Middle Suburbs,169082,73189,92083
